"id","name","city","region","country","latitude","longitude","ranking","ranking_out_of","rating","num_reviews","photo_count","amenities_count","brand","awards_count","price_level"
10310908,"L'Agora Old Town Hotel & Bazaar","Izmir","Turkish Aegean Coast","Turkiye",38.419697,27.135462,8,136,4.0,121,168,23,"",0,"$$"
10343479,"Jasmin Elite Residence & SPA","Gumbet","Turkish Aegean Coast","Turkiye",37.030052,27.412163,6,41,4.5,90,215,72,"",0,"$"
10451046,"Address Boulevard","Dubai","Emirate of Dubai","United Arab Emirates",25.200277,55.276024,33,982,5.0,3890,2030,87,"Address Hotels + Resorts",1,"$$$$"
1049226,"Steigenberger Aqua Magic","Hurghada","Red Sea and Sinai","Egypt",27.163647,33.822968,69,325,4.5,8718,9983,88,"Steigenberger Hotels and Resorts",0,"$$"
10498637,"Island Boutique Hotel","Rhodes Town","South Aegean","Dodecanese",36.45408,28.221525,25,122,4.5,162,176,33,"",1,"$"
1053361,"Premier Inn Dubai Investments Park","Dubai","Emirate of Dubai","United Arab Emirates",25.008245,55.15672,206,982,4.5,2411,399,70,"Premier Inn",1,"$$"
10544475,"Sun and Sands Sea View Hotel","Dubai","Emirate of Dubai","United Arab Emirates",25.282642,55.316715,515,982,3.5,206,88,45,"",0,"$"
1054840,"Hotel Kabacam","Izmir","Turkish Aegean Coast","Turkiye",38.42291,27.140303,112,218,3.5,14,16,45,"",0,"$"
1056883,"Holiday Inn Express Barcelona - City 22@, an IHG Hotel","Barcelona","Catalonia","Spain",41.401787,2.197844,323,553,3.5,1951,449,35,"Holiday Inn Express",0,"$$"
1057300,"Al Manar Hotel Apartments","Dubai","Emirate of Dubai","United Arab Emirates",25.280657,55.351063,399,982,4.0,385,158,47,"",0,"$"
1058671,"Labranda Kiotari Miraluna Resort","Kiotari","South Aegean","Dodecanese",36.0637,27.9877,10,16,4.0,2236,2182,109,"LABRANDA Comfort",0,"$$"
1061046,"Oglakcioglu Park Boutique Hotel","Izmir","Turkish Aegean Coast","Turkiye",38.422977,27.14139,13,218,4.5,791,322,65,"",1,"$"
10621939,"Park Side Suites Hotel Apartments","Dubai","Emirate of Dubai","United Arab Emirates",25.0494,55.1313,225,766,3.0,46,46,52,"",0,"$$$$"
10637680,"DoubleTree by Hilton Izmir Airport","Izmir","Turkish Aegean Coast","Turkiye",38.30797,27.15853,15,218,4.5,465,338,57,"DoubleTree by Hilton",0,"$$"
10638267,"Le Palacete powered by Sonder","Barcelona","Catalonia","Spain",41.40765,2.15953,143,1202,4.5,59,107,28,"Sonder",0,"$$"
1065229,"Bellagio Beach Resort & Spa","Hurghada","Red Sea and Sinai","Egypt",27.307837,33.72043,274,325,4.5,3568,4030,71,"FUN&SUN",0,"$$"
10670124,"ibis Styles Barcelona City Bogatell","Barcelona","Catalonia","Spain",41.39485,2.19344,129,553,4.5,1077,567,34,"ibis Styles",2,"$$"
10683772,"H10 Casa Mimosa","Barcelona","Catalonia","Spain",41.39626,2.162194,32,553,5.0,887,878,69,"H10 Hotels",2,"$$$$"
1069959,"Tamra Beach","Nabq Bay","Red Sea and Sinai","Egypt",28.01833,34.439217,17,41,4.5,5310,6669,84,"",2,"$$"
1075104,"Spirit of the Knights Boutique Hotel","Rhodes Town","South Aegean","Dodecanese",36.44263,28.222816,7,122,5.0,751,447,27,"",0,"$$"
1079054,"Ascott Park Place Dubai","Dubai","Emirate of Dubai","United Arab Emirates",25.2247,55.283333,101,982,4.5,667,372,56,"Ascott the Residence",3,"$$$"
10803505,"Al Khoory Atrium Hotel","Dubai","Emirate of Dubai","United Arab Emirates",25.111212,55.195976,137,982,4.5,1172,817,78,"",1,"$$"
1082272,"Vatan Hotel","Izmir","Turkish Aegean Coast","Turkiye",38.420235,27.13945,89,136,2.5,76,48,31,"",0,"$"
1083206,"Barcelo Raval","Barcelona","Catalonia","Spain",41.37902,2.169597,141,553,4.5,5287,2502,51,"Barcelo Hotels & Resorts",2,"$$"
10842111,"Lapita, Dubai Parks and Resorts, Autograph Collection","Dubai","Emirate of Dubai","United Arab Emirates",24.91648,55.00578,203,982,4.5,2657,2987,81,"Autograph Collection",2,"$$$"
10842929,"118 Alacati","Izmir","Turkish Aegean Coast","Turkiye",38.37983,26.6274,41,194,5.0,1,0,25,"",0,"$"
10902390,"Vincci Mae","Barcelona","Catalonia","Spain",41.39339,2.146173,121,553,4.5,369,233,49,"Vincci",2,"$$"
1093097,"Holiday Inn Express Dubai Safa Park","Dubai","Emirate of Dubai","United Arab Emirates",25.188824,55.255222,215,982,4.0,1133,506,39,"Holiday Inn Express",2,"$$"
1100467,"Siva Sharm Resort & Spa","Sharm El Sheikh","Red Sea and Sinai","Egypt",27.964338,34.404217,145,279,4.0,3146,3739,55,"Red Sea Hotels",0,"$"
1108366,"Arjaan - Dubai Media City","Dubai","Emirate of Dubai","United Arab Emirates",25.0956,55.1538,321,982,4.5,1408,762,109,"Rotana",1,"$$"
1109585,"Sea Beach Aqua Park Resort Managed By Blue Resorts","Nabq Bay","Red Sea and Sinai","Egypt",28.05512,34.43805,15,41,4.5,3411,4798,100,"",0,"$$"
1109941,"The Radisson Blu Residence, Dubai Marina","Dubai","Emirate of Dubai","United Arab Emirates",25.18436,55.225567,250,982,4.5,1340,585,89,"Radisson",2,"$$$"
1114593,"Catalonia Port","Barcelona","Catalonia","Spain",41.378773,2.178722,50,553,4.5,882,215,51,"Catalonia",1,"$$"
1118023,"Sentido Reef Oasis Senses Resort","Sharm El Sheikh","Red Sea and Sinai","Egypt",27.852394,34.308662,14,279,4.5,3995,6333,90,"",2,"$$"
1122886,"Otel Antik Han","Izmir","Turkish Aegean Coast","Turkiye",38.418472,27.130007,52,136,3.0,55,21,30,"",0,"$"
1128826,"The Grand Hotel Sharm El Sheikh","Sharm El Sheikh","Red Sea and Sinai","Egypt",27.87199,34.318657,136,279,4.0,5853,6171,50,"",1,"$$"
1136585,"Mitsis Rodos Village","Kiotari","South Aegean","Dodecanese",36.056072,27.973764,9,16,4.0,3795,4427,105,"",2,"$$$"
1139697,"Holiday Inn Dubai - Al Barsha","Dubai","Emirate of Dubai","United Arab Emirates",25.116335,55.193726,310,982,4.5,1775,1335,71,"Holiday Inn",2,"$$"
1141245,"Rehana Royal Beach Resort - Aquapark & Spa","Nabq Bay","Red Sea and Sinai","Egypt",28.019712,34.436817,26,41,4.5,4182,5573,110,"",1,"$"
1141266,"Media Rotana Dubai","Dubai","Emirate of Dubai","United Arab Emirates",25.099552,55.179478,369,982,4.0,4253,966,64,"Rotana",1,"$$"
11444513,"Metropolitan Hotel Dubai","Dubai","Emirate of Dubai","United Arab Emirates",25.13315,55.21272,163,982,4.5,1759,969,62,"Hotel Metropolitan",1,"$$"
1145484,"Novotel Dubai Deira City Centre Hotel","Dubai","Emirate of Dubai","United Arab Emirates",25.253828,55.332806,197,982,4.5,2801,745,107,"Novotel",1,"$$"
1149156,"Grand Millennium Dubai","Dubai","Emirate of Dubai","United Arab Emirates",25.101562,55.17735,159,982,4.5,1975,862,155,"Grand Millennium Hotels",2,"$$$"
1150809,"Urbany Barcelona Hostel","Barcelona","Catalonia","Spain",41.40691,2.186596,130,1202,3.5,1439,209,13,"",0,"$"
1151331,"The Apartments Dubai World Trade Centre","Dubai","Emirate of Dubai","United Arab Emirates",25.22475,55.28424,448,982,3.5,295,242,110,"",0,"$$"
1157711,"Konak EuroBest Otel","Izmir","Turkish Aegean Coast","Turkiye",38.41717,27.13402,21,136,4.0,48,2,13,"",0,"$"
11667487,"Rove City Centre","Dubai","Emirate of Dubai","United Arab Emirates",25.2557,55.332855,106,982,5.0,2599,1175,74,"Rove Hotels",1,"$$"
1167209,"Flora Creek Deluxe Hotel Apartments","Dubai","Emirate of Dubai","United Arab Emirates",25.253332,55.327953,194,982,4.5,2008,519,71,"",2,"$$$"
11678219,"Premier Inn Dubai Ibn Battuta Mall","Dubai","Emirate of Dubai","United Arab Emirates",25.046375,55.118805,300,982,4.5,3578,827,66,"Premier Inn",2,"$$"
1169262,"Barceló Tiran Sharm","Nabq Bay","Red Sea and Sinai","Egypt",28.065828,34.435886,12,41,4.5,3019,5525,84,"Barcelo Hotels & Resorts",2,"$"
1173922,"Ibis Dubai Deira City Centre Hotel","Dubai","Emirate of Dubai","United Arab Emirates",25.2535,55.3325,314,982,4.0,2597,718,75,"ibis",1,"$$"
1176106,"Address Downtown","Dubai","Emirate of Dubai","United Arab Emirates",25.194363,55.27908,54,982,4.5,4372,2581,132,"Address Hotels + Resorts",1,"$$$$"
11763281,"Sonder La Casa del Sol","Barcelona","Catalonia","Spain",41.40127,2.156465,75,1202,4.5,153,72,40,"Sonder",1,"$$"
11788235,"Alican 2 Hotel","Izmir","Turkish Aegean Coast","Turkiye",38.42338,27.14437,66,136,3.0,11,0,25,"",0,"$"
11797106,"Fortune Park Hotel","Dubai","Emirate of Dubai","United Arab Emirates",25.005947,55.15503,499,982,3.5,65,94,106,"",0,"$$"
1179952,"Kordon Hotel Pasaport","Izmir","Turkish Aegean Coast","Turkiye",38.42748,27.132854,31,218,4.0,197,183,37,"",0,"$$"
11805389,"Park Inn by Radisson Izmir","Izmir","Turkish Aegean Coast","Turkiye",38.427143,27.133148,14,218,4.5,562,346,44,"Radisson",2,"$$"
11847896,"The One Barcelona","Barcelona","Catalonia","Spain",41.396122,2.163074,11,553,5.0,718,760,117,"H10 Hotels",2,"$$$$"
11853828,"Rove Healthcare City","Dubai","Emirate of Dubai","United Arab Emirates",25.23416,55.31384,59,982,5.0,2733,1346,49,"Rove Hotels",1,"$$"
1186196,"Holiday Inn Express Dubai - Jumeirah, An IHG Hotel","Dubai","Emirate of Dubai","United Arab Emirates",25.24286,55.27143,76,982,4.0,1382,479,53,"Holiday Inn Express",1,"$$"
1192327,"Capri by Fraser Barcelona","Barcelona","Catalonia","Spain",41.397743,2.188899,152,553,4.5,1394,552,84,"Capri by Fraser",2,"$$"
1193232,"Balcova Termal Otel","Izmir","Turkish Aegean Coast","Turkiye",38.387142,27.034794,63,218,3.5,216,237,50,"",0,"$"
11955409,"Best Western Plus Pearl Creek","Dubai","Emirate of Dubai","United Arab Emirates",25.267801,55.30471,289,982,4.0,842,596,58,"Best Western Plus",2,"$$"
11963212,"VE Hotels KarsIyaka","Izmir","Turkish Aegean Coast","Turkiye",38.45981,27.09119,14,194,4.0,15,50,0,"",0,"$"
1197340,"Faraana Reef Resort","Sharm El Sheikh","Red Sea and Sinai","Egypt",27.849833,34.308,123,279,4.0,1979,3707,55,"",0,"$$"
1198348,"Charmillion Gardens Aqua Park","Nabq Bay","Red Sea and Sinai","Egypt",27.998981,34.427692,14,41,4.5,1682,1393,70,"",1,"$$"
1200568,"Ibis Dubai Mall of the Emirates Hotel","Dubai","Emirate of Dubai","United Arab Emirates",25.116526,55.19578,216,982,4.5,2554,574,71,"Accor Live Limitless (ALL)",2,"$$"
1200707,"Grandeur Hotel","Dubai","Emirate of Dubai","United Arab Emirates",25.109253,55.20304,199,982,4.0,782,452,52,"",1,"$$"
12008928,"Al Habtoor Polo Resort","Dubai","Emirate of Dubai","United Arab Emirates",25.08101,55.36754,277,982,4.5,604,546,106,"",2,"$$$"
1200893,"Dusit Princess Residences - Dubai Marina","Dubai","Emirate of Dubai","United Arab Emirates",25.08297,55.144466,32,766,4.0,696,403,83,"Dusit Hotels and Resorts",0,"$$$"
1200931,"Ibis Dubai Al Barsha Hotel","Dubai","Emirate of Dubai","United Arab Emirates",25.1086,55.183365,145,982,4.0,2896,963,83,"ibis",0,"$"
1201345,"Exe Ramblas Boqueria","Barcelona","Catalonia","Spain",41.3821,2.1722,315,553,4.0,485,308,34,"Exe Hotels",0,"$$"
12035872,"Royal Continental Hotel","Dubai","Emirate of Dubai","United Arab Emirates",25.251314,55.329556,117,982,4.5,510,240,39,"",2,"$$"
12131077,"Agora Park Hotel","Izmir","Turkish Aegean Coast","Turkiye",38.420193,27.138481,58,136,3.5,6,9,9,"",0,"$"
1214465,"TIME Oak Hotel & Suites","Dubai","Emirate of Dubai","United Arab Emirates",25.096403,55.17289,143,982,4.5,1001,461,59,"",2,"$$"
1215152,"Royal Savoy Sharm El Sheikh","Sharm El Sheikh","Red Sea and Sinai","Egypt",27.9625,34.3942,1,279,5.0,3256,3010,144,"",0,"$$"
12160041,"Perla Arya Hotel","Izmir","Turkish Aegean Coast","Turkiye",38.42265,27.15079,10,136,4.0,48,15,28,"",0,"$"
1216886,"Tempo Residence Comfort","Konak","Turkish Aegean Coast","Turkiye",38.422005,27.151072,1,12,4.5,169,131,37,"",0,"$"
1218766,"Panorama Naama Heights Sharm El Sheikh","Sharm El Sheikh","Red Sea and Sinai","Egypt",27.92154,34.32227,110,279,4.0,1988,1308,37,"",0,"$$$$"
1218860,"Hotel Teatre Auditori","Barcelona","Catalonia","Spain",41.39984,2.184093,63,553,4.0,1380,435,33,"",2,"$"
1220001,"Continental Plaza Beach Resort","Sharm El Sheikh","Red Sea and Sinai","Egypt",27.918201,34.356426,87,279,4.0,1752,2296,108,"",0,"$$"
1221606,"Titanic Resort & Aqua Park","Hurghada","Red Sea and Sinai","Egypt",27.104523,33.82389,58,325,4.5,3801,4794,78,"",0,"$$"
1221812,"Aurora Oriental Resort Sharm El Sheikh","Nabq Bay","Red Sea and Sinai","Egypt",28.04432,34.432014,18,41,4.5,4984,6119,82,"",1,"$"
12229274,"Kordon Hotel Cankaya","Izmir","Turkish Aegean Coast","Turkiye",38.424866,27.137287,35,218,4.0,164,106,42,"",0,"$$"
1222973,"Tulip Hotel Apartments","Dubai","Emirate of Dubai","United Arab Emirates",25.255686,55.298306,570,982,3.5,283,160,31,"",0,"$$"
12232574,"Madi Hotel Izmir","Izmir","Turkish Aegean Coast","Turkiye",38.422977,27.141512,67,218,4.0,32,32,32,"",0,"$"
1223953,"Hotel SB Diagonal Zero","Barcelona","Catalonia","Spain",41.41177,2.219365,362,553,4.0,3096,1470,54,"SB Hotels",0,"$$"
1226490,"Coliseum Studios & Apartments","Pefkos","South Aegean","Dodecanese",36.075874,28.050997,19,33,3.5,297,266,17,"",0,"$"
12269090,"DoubleTree by Hilton Dubai Business Bay","Dubai","Emirate of Dubai","United Arab Emirates",25.186802,55.28021,67,982,4.5,1932,1215,62,"DoubleTree by Hilton",1,"$$$"
1227764,"Barcelona Princess","Barcelona","Catalonia","Spain",41.411068,2.218752,341,553,4.0,3705,2824,56,"",0,"$$"
12301346,"Dukes The Palm, a Royal Hideaway Hotel","Dubai","Emirate of Dubai","United Arab Emirates",25.112568,55.13772,287,982,4.5,6419,5376,110,"Barcelo Hotels & Resorts",1,"$$$"
1231330,"Al Khoory Hotel Apartments","Dubai","Emirate of Dubai","United Arab Emirates",25.112719,55.19319,170,982,4.5,777,300,46,"",1,"$$"
12349800,"Rixos Premium Dubai JBR","Dubai","Emirate of Dubai","United Arab Emirates",25.080084,55.135853,29,982,5.0,7203,5851,127,"Rixos",0,"$$$$"
12370479,"Rove Trade Centre","Dubai","Emirate of Dubai","United Arab Emirates",25.231817,55.28575,34,982,5.0,2297,1130,74,"Rove Hotels",2,"$$"
12385920,"Dutlu Konak","Izmir","Turkish Aegean Coast","Turkiye",38.412785,27.124462,5,194,5.0,10,19,22,"",0,"$"
12439470,"Pickalbatros Aqua Park Resort - Sharm El Sheikh","Sharm El Sheikh","Red Sea and Sinai","Egypt",27.858685,34.312603,2,279,5.0,2163,3031,41,"",0,"$$"
12440933,"ZT The Golden Hotel Barcelona","Barcelona","Catalonia","Spain",41.400105,2.191043,56,1202,4.5,476,294,48,"",0,"$$"
12453660,"Vita Park Boutique Hotel","Izmir","Turkish Aegean Coast","Turkiye",38.438763,27.144299,123,218,3.0,3,1,8,"",0,"$"
12497599,"Mercure Dubai Barsha Heights Hotel Apartments","Dubai","Emirate of Dubai","United Arab Emirates",25.1011,55.1727,9,766,4.5,2240,874,108,"Mercure",0,"$$"
12504502,"Exe Plaza Catalunya","Barcelona","Catalonia","Spain",41.386795,2.167455,108,366,3.5,107,145,16,"Exe Hotels",0,"$$"
12514004,"Hotel SB Glow","Barcelona","Catalonia","Spain",41.40213,2.19097,366,553,3.5,658,655,91,"SB Hotels",0,"$$"
12525526,"TRYP by Wyndham Dubai","Dubai","Emirate of Dubai","United Arab Emirates",25.097288,55.17468,121,982,4.5,7442,2880,92,"TRYP",0,"$$"
12553755,"The St. Regis Downtown Dubai","Dubai","Emirate of Dubai","United Arab Emirates",25.185774,55.273575,132,982,5.0,1646,1833,105,"St. Regis",2,"$$$$"
12571073,"Sleep 'n fly Sleep Lounge, A-Gates Terminal 3","Dubai","Emirate of Dubai","United Arab Emirates",25.243761,55.371414,47,766,3.5,208,72,5,"",0,"$"
12614733,"Bel Canto Alacati Hotel","Izmir","Turkish Aegean Coast","Turkiye",38.28112,26.380583,14,136,4.5,15,58,26,"",0,"$"
12694365,"Yurbban Passage Hotel & Spa","Barcelona","Catalonia","Spain",41.38874,2.17599,4,553,5.0,913,636,65,"",3,"$$$"
12701699,"Ona Hotels Mosaic","Barcelona","Catalonia","Spain",41.39254,2.161598,267,553,4.0,246,196,21,"Ona Hotels",0,"$$"
12704671,"Omega Hotel","Dubai","Emirate of Dubai","United Arab Emirates",25.123363,55.21879,317,982,4.5,379,304,47,"",2,"$$"
12710671,"Piano Hotel","Izmir","Turkish Aegean Coast","Turkiye",38.423473,27.140284,8,218,4.5,292,182,54,"",1,"$"
12715685,"Iberostar Selection Paseo de Gracia","Barcelona","Catalonia","Spain",41.387794,2.169403,48,553,4.5,609,612,46,"Iberostar",2,"$$$"
12814676,"Sun Suit Hotel","Izmir","Turkish Aegean Coast","Turkiye",38.424267,27.148172,18,136,4.0,41,50,35,"",0,"$"
12831800,"Radisson Blu Hotel, Dubai Waterfront","Dubai","Emirate of Dubai","United Arab Emirates",25.186441,55.268047,340,982,4.5,1748,940,145,"Radisson Blu",2,"$$$"
12853782,"Al Bandar Rotana - Creek","Dubai","Emirate of Dubai","United Arab Emirates",25.25927,55.31906,416,982,5.0,2978,1856,129,"",1,"$$"
12859376,"The Retreat Palm Dubai MGallery by Sofitel","Dubai","Emirate of Dubai","United Arab Emirates",25.13921,55.142525,78,982,4.5,4503,3517,104,"MGALLERY",1,"$$$"
12868341,"Four Points by Sheraton Izmir","Izmir","Turkish Aegean Coast","Turkiye",38.44798,27.178057,32,218,4.0,136,123,40,"Four Points",0,"$$"
12918864,"DAMAC Maison Distinction","Dubai","Emirate of Dubai","United Arab Emirates",25.187971,55.27969,271,982,4.5,1163,311,58,"",1,"$$$"
12922153,"Grand Zeybek Hotel","Izmir","Turkish Aegean Coast","Turkiye",38.423183,27.142092,137,218,3.0,9,10,46,"",0,"$"
12926402,"Holiday Inn Dubai Festival City","Dubai","Emirate of Dubai","United Arab Emirates",25.222,55.357777,45,982,5.0,2530,1545,102,"Holiday Inn",0,"$$"
12934103,"MENA Plaza Hotel Albarsha","Dubai","Emirate of Dubai","United Arab Emirates",25.115952,55.194637,412,982,4.5,97,101,39,"",1,"$$"
12951945,"Rose Park Hotel Al Barsha","Dubai","Emirate of Dubai","United Arab Emirates",25.114182,55.190834,382,982,4.5,300,422,75,"",1,"$$"
13141282,"Bulgari Hotel & Resorts, Dubai","Dubai","Emirate of Dubai","United Arab Emirates",25.214384,55.23651,270,982,4.5,516,729,133,"Bulgari Hotels & Resorts",2,"$$$$"
13145321,"Akti Imperial Deluxe Resort & Spa Dolce by Wyndham","Ialyssos","South Aegean","Dodecanese",36.424965,28.197304,21,43,4.0,2059,3646,118,"Dolce Hotels and Resorts",2,"$$$"
13199405,"Aloft Palm Jumeirah","Dubai","Emirate of Dubai","United Arab Emirates",25.124556,55.153397,313,982,4.5,961,1433,72,"Aloft",2,"$$$"
13223478,"H10 Madison","Barcelona","Catalonia","Spain",41.386047,2.175439,17,553,5.0,1181,1111,61,"H10 Hotels",3,"$$$"
13278183,"Motel One Barcelona-Ciutadella","Barcelona","Catalonia","Spain",41.390083,2.184483,109,553,4.5,504,636,31,"Motel One",2,"$$"
13298623,"Lujo Hotel Bodrum","Guvercinlik","Turkish Aegean Coast","Turkiye",37.137897,27.561136,2,13,4.5,2445,4790,157,"",2,"$$$$"
13298652,"Diasos Otel Buca","Izmir","Turkish Aegean Coast","Turkiye",38.368896,27.190012,16,136,4.5,16,63,20,"",0,"$$"
13313633,"Hotel Rec Barcelona","Barcelona","Catalonia","Spain",41.39029,2.180148,26,553,5.0,1702,1210,62,"",2,"$$"
13369583,"Zubeyde Hanim Homes","Izmir","Turkish Aegean Coast","Turkiye",38.458305,27.11554,11,194,5.0,10,19,12,"",0,"$"
13377229,"Extenso Hotel","Izmir","Turkish Aegean Coast","Turkiye",38.326176,27.136265,37,218,4.0,65,49,31,"",0,"$$"
13421914,"Al Khoory Inn","Dubai","Emirate of Dubai","United Arab Emirates",25.258425,55.30074,294,982,4.5,232,124,48,"",2,"$$"
13437023,"Barcelo Residences Dubai Marina","Dubai","Emirate of Dubai","United Arab Emirates",25.08354,55.14213,356,982,4.5,617,246,70,"Barcelo Hotels & Resorts",2,"$$$"
13451703,"Courtyard By Marriott Al Barsha, Dubai","Dubai","Emirate of Dubai","United Arab Emirates",25.114677,55.19723,124,982,4.5,1002,514,111,"Marriott",2,"$$"
13455259,"Atlantica Dreams Resort","Gennadi","South Aegean","Dodecanese",36.033302,27.937778,2,8,4.5,1947,3921,66,"TUI Sensatori",1,"$$$$"
13513876,"Gevora Hotel","Dubai","Emirate of Dubai","United Arab Emirates",25.213238,55.277466,363,982,4.0,1558,2318,69,"",0,"$$"
13549113,"Hampton by Hilton Dubai Al Seef","Dubai","Emirate of Dubai","United Arab Emirates",25.255707,55.311035,352,982,4.5,493,672,34,"Hampton by Hilton",1,"$$"
13554517,"Canopy By Hilton Dubai Al Seef","Dubai","Emirate of Dubai","United Arab Emirates",25.256021,55.31185,343,982,4.5,785,950,70,"Canopy by Hilton",2,"$$"
13562522,"Grand Square Hotel","Dubai","Emirate of Dubai","United Arab Emirates",25.27009,55.331055,532,982,4.5,12,21,4,"",0,"$"
13565259,"FORM Hotel Dubai","Dubai","Emirate of Dubai","United Arab Emirates",25.22308,55.334625,286,982,4.5,299,564,63,"Design Hotels",2,"$$"
13778873,"Rove Dubai Marina","Dubai","Emirate of Dubai","United Arab Emirates",25.06943,55.128044,70,982,5.0,2963,1682,52,"Rove Hotels",2,"$$"
13792279,"Aloft Dubai Creek","Dubai","Emirate of Dubai","United Arab Emirates",25.253801,55.331303,239,982,4.5,657,829,121,"Aloft",2,"$$"
1380770,"Blanca Hotel","Izmir","Turkish Aegean Coast","Turkiye",38.42525,27.150217,30,218,3.5,263,149,78,"",0,"$"
1386054,"Island Blue Hotel","Pefki","South Aegean","Dodecanese",36.0732,28.0526,1,1,4.5,997,750,72,"",2,"$$"
1390312,"City Seasons Hotel Dubai","Dubai","Emirate of Dubai","United Arab Emirates",25.256464,55.334995,281,982,4.0,828,508,76,"",1,"$$"
13954590,"Hay Alsancak","Izmir","Turkish Aegean Coast","Turkiye",38.441425,27.144243,2,218,5.0,177,92,42,"",0,"$$"
1395631,"Acandia Hotel","Rhodes Town","South Aegean","Dodecanese",36.452446,28.221746,8,122,5.0,119,130,23,"",2,"$$"
13962383,"Radisson Blu 1882 Hotel, Barcelona Sagrada Familia","Barcelona","Catalonia","Spain",41.404175,2.16982,79,553,4.5,568,700,93,"Radisson Blu",2,"$$"
1397867,"Sofitel Dubai Jumeirah Beach","Dubai","Emirate of Dubai","United Arab Emirates",25.075527,55.132168,27,982,4.5,12437,7088,159,"Sofitel",1,"$$$$"
14001238,"Mayia Exclusive Resort & Spa","Kiotari","South Aegean","Dodecanese",36.060844,27.987053,1,16,5.0,1123,2767,89,"H Hotel Collection",2,"$$$$"
14053402,"Hampton by Hilton Dubai Airport","Dubai","Emirate of Dubai","United Arab Emirates",25.272455,55.38056,334,982,4.5,791,406,63,"Hampton by Hilton",1,"$$"
14070604,"Gulf Inn Hotel Al Nasr","Dubai","Emirate of Dubai","United Arab Emirates",25.23671,55.309998,435,982,4.5,158,128,39,"",0,"$$"
14076678,"Crowne Plaza Dubai Marina, an IHG Hotel","Dubai","Emirate of Dubai","United Arab Emirates",25.075369,55.139282,39,982,5.0,1287,1255,160,"Crowne Plaza",2,"$$$"
14077573,"Queen Elizabeth 2","Dubai","Emirate of Dubai","United Arab Emirates",25.262125,55.280933,288,982,4.5,1653,2853,73,"Accor Live Limitless (ALL)",2,"$$"
14089108,"The Bodrum EDITION","Yalikavak","Turkish Aegean Coast","Turkiye",37.115513,27.31164,2,63,5.0,448,825,73,"EDITION",2,"$$$$"
14113741,"Hotel 86 By Katipoglu","Izmir","Turkish Aegean Coast","Turkiye",38.42278,27.135279,15,136,4.0,50,27,70,"",0,"$"
1412948,"Lindos Imperial Resort & Spa","Kiotari","South Aegean","Dodecanese",36.06221,27.988516,6,16,4.0,4463,5130,84,"",1,"$$$"
14141555,"Gulf Court Hotel Business Bay","Dubai","Emirate of Dubai","United Arab Emirates",25.182638,55.274673,102,982,5.0,1294,780,140,"",1,"$$"
14163790,"Flora Inn Hotel Dubai Airport","Dubai","Emirate of Dubai","United Arab Emirates",25.252378,55.342976,245,982,4.5,800,425,54,"",2,"$$"
14181824,"Fi Homes","Izmir","Turkish Aegean Coast","Turkiye",38.42748,27.15167,29,194,5.0,1,0,0,"",0,"$"
14182829,"Wox Ew Hotel","Izmir","Turkish Aegean Coast","Turkiye",38.42286,27.14797,53,136,3.0,7,10,13,"",0,"$"
1418538,"Atrium Prestige Thalasso Spa Resort & Villas","Lachania","South Aegean","Dodecanese",35.94025,27.866837,1,1,5.0,3473,5194,97,"Atrium Hotels & Resorts",4,"$$$"
14196392,"Royal Central Hotel – The Palm","Dubai","Emirate of Dubai","United Arab Emirates",25.125937,55.153053,359,982,4.5,2212,2087,49,"Central Hotels",1,"$$$"
14196454,"Canal Central Hotel","Dubai","Emirate of Dubai","United Arab Emirates",25.180668,55.26638,332,982,4.5,2358,1818,88,"",0,"$$$"
14215081,"Brothers Cesme Boutique Hotel","Izmir","Turkish Aegean Coast","Turkiye",38.3262,26.305317,5,136,5.0,28,17,3,"",0,"$"
1427240,"Novotel Suites Dubai Mall of the Emirates","Dubai","Emirate of Dubai","United Arab Emirates",25.116714,55.196075,214,982,4.5,3710,846,86,"Novotel",1,"$$"
1434568,"SUHA JBR Hotel Apartments","Dubai","Emirate of Dubai","United Arab Emirates",25.079777,55.13748,390,982,4.0,737,454,12,"",0,"$$$"
14396745,"Ada Apart Otel","Izmir","Turkish Aegean Coast","Turkiye",38.438217,27.146917,2,136,4.5,70,65,19,"",0,"$"
14476134,"Hotel Indigo Dubai Downtown, An IHG Hotel","Dubai","Emirate of Dubai","United Arab Emirates",25.192575,55.286842,10,982,5.0,1488,1474,98,"Hotel Indigo",2,"$$$"
1449900,"voco Bonnington Dubai","Dubai","Emirate of Dubai","United Arab Emirates",25.06741,55.141838,64,982,4.5,5596,2194,138,"Voco Hotels",2,"$$$"
1451261,"Marina Hotel Apartments","Dubai","Emirate of Dubai","United Arab Emirates",25.081738,55.14594,33,766,4.5,271,325,46,"",0,"$$"
1456254,"Conrad Dubai","Dubai","Emirate of Dubai","United Arab Emirates",25.226084,55.28372,12,982,4.5,6949,4580,119,"Conrad Hotels & Resorts",2,"$$$$"
1461743,"Deniz Pansiyon","Izmir","Turkish Aegean Coast","Turkiye",38.43943,27.142303,50,136,3.0,23,39,10,"",0,"$"
1462990,"Zacosta Villa Hotel","Rhodes Town","South Aegean","Dodecanese",36.44316,28.223007,5,122,5.0,242,121,29,"",0,"$$"
1463296,"Falcon Naama Star Hotel","Sharm El Sheikh","Red Sea and Sinai","Egypt",27.90944,34.31902,69,279,4.0,2438,1823,43,"",1,"$"
