"id","name","region","country","latitude","longitude","ranking","ranking_out_of","rating","num_reviews","photo_count","amenities","brand","awards","price_level"
1591771,"KaiSol Romance Resort Sahl Hasheesh","Red Sea and Sinai","Egypt",27.04861,33.892952,2,11,4.5,3823,5655,"Pool,Restaurant,Fitness center,Internet,Beachfront,Free Internet,Beach Access,Suites,Room service,Free parking,Bar/Lounge,Dry Cleaning,Laundry Service,Air conditioning,Minibar,Shuttle Bus Service,Spa,Non-smoking rooms,Concierge,Multilingual Staff,Smoking rooms available,Safe,Rooftop Pool,Heated pool,Flatscreen TV,Breakfast Buffet,Poolside Bar,Private Balcony,Adult pool,Outdoor pool,Private Beaches,Private Pools,Parking,Facilities for Disabled Guests,Housekeeping,Sauna,Additional Bathroom,Adults Only,Allergy-free Room,Arabic,ATM On Site,Baggage Storage,Bath / Shower,Bathrobes,Billiards,Blackout Curtains,Bottled Water,Breakfast in the Room,Bridal Suite,Car Hire,24-Hour Check-in,Coffee / Tea Maker,Complimentary Tea,Couples Massage,Currency Exchange,Desk,Diving,Doorperson,English,Evening Entertainment,Facial Treatments,Fitness / Spa Locker Rooms,Foot Massage,Complimentary Instant Cofffee,Complimentary Toiletries,24-Hour Front Desk,Full Body Massage,German,Gift Shop,Hair Dryer,Hammam,Head Massage,Ironing Service,Laptop Safe,Massage,Pool / Beach Towels,Russian,Salon,Seating Area,24-Hour Security,Shops,Snack Bar,Snorkeling,Special Diet Menus,Steam Room,Sun Loungers / Beach Chairs,Sun Umbrellas,Taxi Service,Telephone,Wake Up Service / Alarm Clock,Breakfast Available,Body Wrap,Cable / Satellite TV,Electric Kettle,Complimentary Welcome Drink,Hand Massage,Makeup Services,Manicure,Mountain View,Neck Massage,Pool View,Private Bathrooms,Ukrainian,Umbrella,Wardrobe / Closet","","Travelers Choice Best of the Best 2022,Travelers Choice 2023,Travelers Choice 2022","$$"
1597580,"Best 4 Barcelona","Catalonia","Spain",41.396038,2.20076,273,553,4.0,1589,616,"Internet,Room service,Free Internet,Restaurant,Free Wifi,Fitness center,Wheelchair access,Bar/Lounge,Business center,Public Wifi,Dry Cleaning,Meeting rooms,Non-smoking rooms,Laundry Service,Concierge,Banquet Room,Air conditioning,Multilingual Staff,Accessible rooms,Refrigerator in room,Conference Facilities,Non-smoking hotel,Safe,Flatscreen TV,Breakfast Buffet,Baggage Storage,Blackout Curtains,English,Complimentary Instant Cofffee,Spanish,Wifi,Breakfast Available,Parking,Sauna,Bicycle Rental,Car Hire,Beach Access","Best Hotels","Travelers Choice 2023","$$"
1599623,"Address Dubai Mall","Emirate of Dubai","United Arab Emirates",25.19876,55.279606,19,982,5.0,8601,3182,"Pool,Free Internet,Free parking,Free Wifi,Suites,Kitchenette,Internet,Kids Activities,Shuttle Bus Service,Room service,Wheelchair access,Restaurant,Bar/Lounge,Spa,Airport transportation,Wifi,Dry Cleaning,Meeting rooms,Hot Tub,Non-smoking rooms,Business center,Fitness center,Laundry Service,Concierge,Banquet Room,Air conditioning,Family Rooms,Multilingual Staff,Smoking rooms available,Accessible rooms,Refrigerator in room,Minibar,Conference Facilities,Babysitting,Safe,Heated pool,Flatscreen TV,Rooftop Terrace,Breakfast Buffet,Poolside Bar,Private Balcony,Butler Service,Infinity Pool,Outdoor pool,Breakfast Available,Parking,Free Shuttle or Taxi Services,Facilities for Disabled Guests,Housekeeping,Kids Club,Kids Stay Free,Sauna,Additional Bathroom,Afrikaans,Allergy-free Room,Arabic,Baggage Storage,Blackout Curtains,Breakfast in the Room,Bridal Suite,Car Hire,Chinese,Coffee Shop,Couples Massage,Currency Exchange,Doorperson,English,Entertainment Staff,Facial Treatments,Filipino,Fitness Classes,Fitness / Spa Locker Rooms,Foot Massage,Free Public Parking Nearby,Complimentary Instant Cofffee,24-Hour Front Desk,Full Body Massage,Gift Shop,Hammam,Head Massage,Hindi,Indonesian,Interconnected room(s) available,Ironing Service,Laptop Safe,Massage,Newspaper,On-Demand Movies,Pool / Beach Towels,Russian,Salon,24-Hour Security,Secured Parking,Shoeshine,Soundproof Rooms,Special Diet Menus,Steam Room,Sun Terrace,Table Tennis,Taxi Service,Valet Parking,VIP Room Facilities","Address Hotels + Resorts","","$$$$"
1604580,"Sunshine Divers Club Il Porto","Red Sea and Sinai","Egypt",27.95157,34.384174,1,28,5.0,181,287,"Internet,Beachfront,Free Internet,Free parking,Wheelchair access,Restaurant,Bar/Lounge,Airport transportation,Free Wifi,Breakfast included,Non-smoking rooms,Air conditioning,Multilingual Staff,Accessible rooms,Private Beaches,Housekeeping,Arabic,Diving,Beach Access,Shuttle Bus Service,Wifi,Laundry Service,Family Rooms,Smoking rooms available,Refrigerator in room,Flatscreen TV,Breakfast Available,Facilities for Disabled Guests,Baggage Storage,Blackout Curtains,Bottled Water,Cable / Satellite TV,24-Hour Check-in,Express Check-in / Check-out,Clothes Rack,Coffee Shop,Coffee / Tea Maker,Complimentary Tea,Convenience Store,Currency Exchange,Electric Kettle,English,First Aid Kit,Foot Massage,Complimentary Instant Cofffee,Complimentary Toiletries,Complimentary Welcome Drink,Full Body Massage,German,Gift Shop,Hand Massage,Head Massage,Hiking,Italian,Massage,Neck Massage,Outdoor Dining Area,Outdoor Furniture,Private Bathrooms,Private Check-in / Check-out,Russian,24-Hour Security,Shops,Snorkeling,Spanish,Sun Loungers / Beach Chairs,Sun Umbrellas,Taxi Service,Tile / Marble Floor,Walk-in Shower,Wardrobe / Closet","","Travelers Choice Best of the Best 2023,Travelers Choice Best of the Best 2022,Travelers Choice 2023,Travelers Choice 2022","$"
1630522,"Anantara Dubai The Palm Resort & Spa","Emirate of Dubai","United Arab Emirates",25.12945,55.153133,158,982,4.5,11503,10050,"Beachfront,Free Internet,Free Wifi,Beach Access,Pool,Free parking,Internet,Kids Activities,Shuttle Bus Service,Suites,Room service,Wheelchair access,Restaurant,Bar/Lounge,Spa,Airport transportation,Wifi,Breakfast included,Dry Cleaning,Meeting rooms,Hot Tub,Non-smoking rooms,Tennis Court,Fitness center,Laundry Service,Concierge,Banquet Room,Air conditioning,Family Rooms,Multilingual Staff,Smoking rooms available,Accessible rooms,Refrigerator in room,Minibar,Conference Facilities,Babysitting,Safe,Swimup Bar,Heated pool,Flatscreen TV,Breakfast Buffet,Poolside Bar,Private Balcony,Butler Service,Infinity Pool,Outdoor pool,Private Beaches,Private Pools,Breakfast Available,Parking,Facilities for Disabled Guests,Housekeeping,Kids Club,Sauna,Electric vehicle charging station,Additional Bathroom,Arabic,ATM On Site,Baggage Storage,Bath / Shower,Bathrobes,Blackout Curtains,Bottled Water,Breakfast in the Room,Car Hire,24-Hour Check-in,Convenience Store,Couples Massage,Currency Exchange,Desk,Doorperson,English,Entertainment Staff,Evening Entertainment,Facial Treatments,Filipino,Fitness Classes,Fitness / Spa Locker Rooms,Foot Massage,Free Public Parking Nearby,Complimentary Instant Cofffee,Complimentary Toiletries,French,24-Hour Front Desk,Full Body Massage,German,Gift Shop,Hair Dryer,Hammam,Head Massage,Hindi,Indoor Play Area for Children,Iron,Ironing Service,Italian,Kids' Meals,Kid-Friendly Buffet,Massage,Newspaper,Parking Garage,Pool / Beach Towels,Private Check-in / Check-out,Russian,Salon,24-Hour Security,Secured Parking,Shoeshine,Shops,Snack Bar,Spanish,Special Diet Menus,Steam Room,Street Parking,Sun Loungers / Beach Chairs,Sun Umbrellas,Table Tennis,Taxi Service,Telephone,Valet Parking,Vietnamese,VIP Room Facilities,Wine / Champagne,Kids pool,Air Purifier,Boating,Body Wrap,Bosnian,Canoeing,Children's Playground,First Aid Kit,Complimentary Welcome Drink,Hand Massage,Happy Hour,Landmark View,Makeup Services,Manicure,Neck Massage,Nepali,Outdoor Dining Area,Pedicure,Personal Trainer,Pool View,Private Bathrooms,Serbian,Shallow End,Slovenian,Sofa,Sofa Bed,Ukrainian,Umbrella,Walk-in Shower,Water Sport Equipment Rentals","Minor Hotel Group","Travelers Choice 2023,Travelers Choice 2022","$$$$"
1631237,"Premier Inn Dubai International Airport Hotel","Emirate of Dubai","United Arab Emirates",25.24282,55.35875,226,982,4.5,7101,1227,"Restaurant,Pool,Internet,Free Internet,Free parking,Wifi,Free Wifi,Room service,Wheelchair access,Bar/Lounge,Airport transportation,Public Wifi,Dry Cleaning,Meeting rooms,Non-smoking rooms,Fitness center,Laundry Service,Air conditioning,Multilingual Staff,Smoking rooms available,Accessible rooms,Refrigerator in room,Safe,Rooftop Pool,Flatscreen TV,Rooftop Terrace,Breakfast Buffet,Outdoor pool,Breakfast Available,Parking,Free airport transportation,Housekeeping,Kids Stay Free,Afrikaans,Arabic,Baggage Storage,Bath / Shower,Billiards,Blackout Curtains,Bottled Water,24-Hour Check-in,Coffee Shop,Coffee / Tea Maker,Complimentary Tea,Croatian,Desk,English,Filipino,Fitness / Spa Locker Rooms,Complimentary Instant Cofffee,24-Hour Front Desk,Hair Dryer,Hindi,Interconnected room(s) available,Ironing Service,Kids' Meals,Pool / Beach Towels,Pool with View,24-Hour Security,Shoeshine,Soundproof Rooms,Special Diet Menus,Sun Loungers / Beach Chairs,Sun Umbrellas,Telephone,Vending Machine,Conference Facilities,Facilities for Disabled Guests,Bidet,Clothes Rack,Electric Kettle,First Aid Kit,Free Wifi in the Business Center,German,Happy Hour,Highchairs Available,Italian,Landmark View,Laptop Safe,Nepali,Outdoor Dining Area,Private Bathrooms,Russian,Sofa,Sofa Bed,Sun Deck,Swahili,Wardrobe / Closet","Premier Inn","Travelers Choice 2023,Travelers Choice 2022","$$"
1641168,"Allegro Barcelona","Catalonia","Spain",41.392628,2.156409,77,553,4.5,1670,766,"Internet,Free Internet,Wifi,Free Wifi,Wheelchair access,Dry Cleaning,Non-smoking rooms,Laundry Service,Concierge,Air conditioning,Multilingual Staff,Accessible rooms,Minibar,Non-smoking hotel,Safe,Flatscreen TV,Breakfast Buffet,Breakfast Available,Baggage Storage,Blackout Curtains,Catalan,24-Hour Check-in,Desk,English,Complimentary Toiletries,24-Hour Front Desk,Hair Dryer,Spanish,Taxi Service,Telephone,Public Wifi,Facilities for Disabled Guests,Bath / Shower,French,German,Private Bathrooms,Paid Private Parking On-site,Paid Public Parking Nearby,Soundproof Rooms,Wake Up Service / Alarm Clock","Barcelo Hotels & Resorts","Travelers Choice 2023","$$"
1642600,"Ramada By Wyndham Downtown Dubai","Emirate of Dubai","United Arab Emirates",25.1928,55.273,13,982,4.5,8295,3878,"Free Internet,Free Wifi,Laundry Service,Suites,Kitchenette,Pool,Internet,Kids Activities,Room service,Free parking,Wheelchair access,Restaurant,Spa,Airport transportation,Wifi,Public Wifi,Dry Cleaning,Meeting rooms,Hot Tub,Non-smoking rooms,Business center,Fitness center,Concierge,Air conditioning,Family Rooms,Multilingual Staff,Self-Serve Laundry,Smoking rooms available,Microwave,Refrigerator in room,Minibar,Conference Facilities,Babysitting,Non-smoking hotel,Safe,Heated pool,Flatscreen TV,Breakfast Buffet,Private Balcony,Outdoor pool,Breakfast Available,Parking,Free Shuttle or Taxi Services,Facilities for Disabled Guests,Housekeeping,Kids Stay Free,Additional Bathroom,Allergy-free Room,Arabic,Baggage Storage,Bath / Shower,Bathrobes,Blackout Curtains,Bottled Water,Breakfast in the Room,Car Hire,24-Hour Check-in,Clothes Dryer,Coffee Shop,Coffee / Tea Maker,Complimentary Tea,Convenience Store,Couples Massage,Currency Exchange,Darts,Desk,Dishwasher,Doorperson,English,Facial Treatments,Filipino,Fitness / Spa Locker Rooms,Complimentary Instant Cofffee,Complimentary Toiletries,24-Hour Front Desk,Hair Dryer,Head Massage,Hindi,Indoor Play Area for Children,Interconnected room(s) available,Iron,Ironing Service,Kids' Meals,Kid-Friendly Buffet,Kitchenware,Massage,Newspaper,Parking Garage,Pool / Beach Towels,Pool with View,Russian,Seating Area,24-Hour Security,Snack Bar,Soundproof Rooms,Sun Loungers / Beach Chairs,Sun Terrace,Taxi Service,Telephone,Valet Parking,VIP Room Facilities,Wake Up Service / Alarm Clock,Washing Machine,Kids pool,Badminton,Bidet,Cable / Satellite TV,Children's Television Networks,Children's Playground,Clothes Rack,Dining Area,Electric Kettle,First Aid Kit,Complimentary Welcome Drink,Free Wifi in the Business Center,Full Body Massage,Highchairs Available,Landmark View,Laptop Safe,Outdoor Dining Area,Oven,Pool View,Private Bathrooms,Radio,Separate Dining Area,Separate Living Room,Sofa,Stovetop,Ukrainian,Umbrella,Urdu,Walk-in Shower,Wardrobe / Closet,Photo Copier / Fax In Business Center","Ramada","","$$$"
1651555,"La Suite Dubai Hotel & Apartments","Emirate of Dubai","United Arab Emirates",25.108223,55.179405,49,982,4.5,1765,825,"Pool,Free parking,Internet,Free Internet,Free Wifi,Kitchenette,Kids Activities,Shuttle Bus Service,Suites,Room service,Wheelchair access,Restaurant,Spa,Airport transportation,Wifi,Dry Cleaning,Meeting rooms,Hot Tub,Non-smoking rooms,Tennis Court,Business center,Fitness center,Laundry Service,Concierge,Banquet Room,Air conditioning,Multilingual Staff,Self-Serve Laundry,Smoking rooms available,Accessible rooms,Microwave,Refrigerator in room,Conference Facilities,Babysitting,Safe,Rooftop Pool,Flatscreen TV,Breakfast Buffet,Private Balcony,Outdoor pool,Breakfast Available,Parking,Free Shuttle or Taxi Services,Facilities for Disabled Guests,Housekeeping,Kids Club,Kids Stay Free,Sauna,Additional Bathroom,Arabic,Baggage Storage,Bath / Shower,Bathrobes,Blackout Curtains,Bottled Water,Breakfast in the Room,Car Hire,24-Hour Check-in,Coffee Shop,Desk,Dishwasher,Doorperson,English,Filipino,Fitness Classes,Fitness / Spa Locker Rooms,Complimentary Instant Cofffee,Complimentary Toiletries,24-Hour Front Desk,Hair Dryer,Hindi,Indoor Play Area for Children,Iron,Ironing Service,Kids' Meals,Kitchenware,Newspaper,Pool / Beach Towels,Pool with View,Salon,Seating Area,24-Hour Security,Secured Parking,Soundproof Rooms,Steam Room,Sun Loungers / Beach Chairs,Sun Terrace,Sun Umbrellas,Taxi Service,Telephone,Wake Up Service / Alarm Clock,Washing Machine,Family Rooms,Kids pool,Bidet,Express Check-in / Check-out,Dining Area,Electric Kettle,First Aid Kit,Landmark View,Laptop Safe,Private Bathrooms,Sofa,Stovetop,Walk-in Shower,Wardrobe / Closet","NH Collection","Travelers Choice 2022","$$"
1654977,"Premier Inn Dubai Silicon Oasis Hotel","Emirate of Dubai","United Arab Emirates",25.122828,55.374474,231,982,4.5,2595,372,"Restaurant,Pool,Internet,Free Internet,Wifi,Free Wifi,Free parking,Business center,Room service,Wheelchair access,Bar/Lounge,Public Wifi,Dry Cleaning,Meeting rooms,Non-smoking rooms,Fitness center,Laundry Service,Concierge,Air conditioning,Family Rooms,Multilingual Staff,Smoking rooms available,Accessible rooms,Conference Facilities,Non-smoking hotel,Safe,Rooftop Pool,Heated pool,Flatscreen TV,Rooftop Terrace,Breakfast Buffet,Outdoor pool,Breakfast Available,Parking,Facilities for Disabled Guests,Kids Stay Free,Arabic,Baggage Storage,Bath / Shower,Bottled Water,Desk,English,Filipino,24-Hour Front Desk,Hair Dryer,Hindi,Ironing Service,Kids' Meals,Pool / Beach Towels,24-Hour Security,Taxi Service,Electric Kettle,Happy Hour,Private Bathrooms,Wardrobe / Closet","Premier Inn","Travelers Choice 2023","$"
1657537,"Rose Rayhaan By Rotana","Emirate of Dubai","United Arab Emirates",25.211796,55.276466,312,982,4.5,7215,2732,"Free parking,Kitchenette,Wifi,Paid Wifi,Paid Internet,Suites,Meeting rooms,Non-smoking rooms,Laundry Service,Concierge,Banquet Room,Family Rooms,Multilingual Staff,Pool,Internet,Shuttle Bus Service,Room service,Free Internet,Wheelchair access,Restaurant,Airport transportation,Public Wifi,Dry Cleaning,Business center,Fitness center,Conference Facilities,Babysitting,Safe,Rooftop Pool,Heated pool,Flatscreen TV,Breakfast Buffet,Poolside Bar,Butler Service,Outdoor pool,Breakfast Available,Parking,Facilities for Disabled Guests,Housekeeping,Kids Stay Free,Sauna,Additional Bathroom,Allergy-free Room,Arabic,Baggage Storage,Bath / Shower,Blackout Curtains,Bottled Water,Breakfast in the Room,Chinese,Coffee / Tea Maker,Desk,Doorperson,English,Extra Long Beds,Filipino,Fitness Classes,Fitness / Spa Locker Rooms,Complimentary Instant Cofffee,Complimentary Toiletries,24-Hour Front Desk,Hair Dryer,Hindi,Interconnected room(s) available,Iron,Ironing Service,Kitchenware,Massage,Newspaper,Seating Area,24-Hour Security,Steam Room,Taxi Service,Telephone,Wake Up Service / Alarm Clock,Bidet,Cable / Satellite TV,Clothes Rack,Dining Area,Electric Kettle,Landmark View,Oven,Private Bathrooms,Separate Living Room,Sofa,Sofa Bed,Stovetop,VIP Room Facilities,Walk-in Shower,Wardrobe / Closet,Whirlpool Bathtub","Rotana","Travelers Choice 2022","$$"
1661298,"Address Montgomerie","Emirate of Dubai","United Arab Emirates",25.067514,55.164562,258,982,4.5,888,400,"Pool,Fitness center,Room service,Restaurant,Internet,Suites,Free Internet,Wifi,Free Wifi,Free parking,Wheelchair access,Kids Activities,Bar/Lounge,Spa,Airport transportation,Public Wifi,Dry Cleaning,Meeting rooms,Golf course,Non-smoking rooms,Business center,Laundry Service,Concierge,Banquet Room,Air conditioning,Family Rooms,Multilingual Staff,Accessible rooms,Minibar,Conference Facilities,Babysitting,Safe,Heated pool,Flatscreen TV,Breakfast Buffet,Poolside Bar,Private Balcony,Butler Service,Outdoor pool,Facilities for Disabled Guests,Housekeeping,Electric vehicle charging station,Baggage Storage,Bathrobes,Couples Massage,English,Facial Treatments,Filipino,Fitness / Spa Locker Rooms,Complimentary Instant Cofffee,Hindi,Ironing Service,Laptop Safe,Massage,24-Hour Security,Steam Room,Breakfast Available,Parking","Address Hotels + Resorts","Travelers Choice Best of the Best 2022,Travelers Choice 2023,Travelers Choice 2022","$$$$"
16663741,"The S Hotel","Emirate of Dubai","United Arab Emirates",25.069916,55.244064,470,982,4.0,115,142,"Pool,Internet,Shuttle Bus Service,Room service,Free parking,Wheelchair access,Restaurant,Pets Allowed,Spa,Wifi,Public Wifi,Free Wifi,Fitness center,Laundry Service,Banquet Room,Air conditioning,Conference Facilities,Breakfast Buffet,Outdoor pool,Parking,Facilities for Disabled Guests,Arabic,24-Hour Check-in,24-Hour Front Desk,Ironing Service,24-Hour Security,Suites,Free Internet,Dry Cleaning,Meeting rooms,Non-smoking rooms,Business center,Concierge,Family Rooms,Multilingual Staff,Smoking rooms available,Accessible rooms,Minibar,Babysitting,Breakfast Available,Free Shuttle or Taxi Services,Sauna,Baggage Storage,Car Hire,Currency Exchange","","","$$"
16735452,"Address Fountain Views","Emirate of Dubai","United Arab Emirates",25.194809,55.28223,61,982,5.0,1574,1231,"Pool,Internet,Kids Activities,Shuttle Bus Service,Suites,Room service,Free parking,Wheelchair access,Restaurant,Bar/Lounge,Spa,Airport transportation,Wifi,Public Wifi,Free Wifi,Breakfast included,Dry Cleaning,Meeting rooms,Non-smoking rooms,Business center,Fitness center,Laundry Service,Concierge,Banquet Room,Air conditioning,Multilingual Staff,Smoking rooms available,Accessible rooms,Minibar,Conference Facilities,Babysitting,Safe,Rooftop Pool,Heated pool,Flatscreen TV,Breakfast Buffet,Butler Service,Infinity Pool,Outdoor pool,Parking,Free Shuttle or Taxi Services,Facilities for Disabled Guests,Kids Club,Kids Stay Free,Sauna,Additional Bathroom,Afrikaans,Allergy-free Room,Arabic,Baggage Storage,Bathrobes,Blackout Curtains,Breakfast in the Room,Car Hire,Chinese,Currency Exchange,Doorperson,Facial Treatments,Filipino,Fitness Classes,Fitness / Spa Locker Rooms,Complimentary Instant Cofffee,Hammam,Hindi,Iron,Ironing Service,Kid-Friendly Buffet,Laptop Safe,Massage,Pool / Beach Towels,Pool with View,Russian,Salon,24-Hour Security,Shoeshine,Soundproof Rooms,Steam Room,Sun Loungers / Beach Chairs,Taxi Service,VIP Room Facilities,Wake Up Service / Alarm Clock,Free Internet,Family Rooms,Breakfast Available","Address Hotels + Resorts","Travelers Choice 2023","$$$$"
16735551,"Vida Emirates Hills","Emirate of Dubai","United Arab Emirates",25.078955,55.15747,77,982,5.0,926,409,"Pool,Internet,Kids Activities,Suites,Room service,Free Internet,Free parking,Wheelchair access,Restaurant,Bar/Lounge,Spa,Airport transportation,Wifi,Public Wifi,Free Wifi,Dry Cleaning,Meeting rooms,Golf course,Non-smoking rooms,Business center,Fitness center,Laundry Service,Concierge,Banquet Room,Air conditioning,Multilingual Staff,Accessible rooms,Babysitting,Safe,Flatscreen TV,Breakfast Buffet,Infinity Pool,Outdoor pool,Facilities for Disabled Guests,Kids Stay Free,Arabic,Baggage Storage,Car Hire,Doorperson,Filipino,Fitness Classes,Fitness / Spa Locker Rooms,Complimentary Instant Cofffee,24-Hour Front Desk,Hair Dryer,Hindi,Ironing Service,Laptop Safe,Pool / Beach Towels,24-Hour Security,Special Diet Menus,Steam Room,Taxi Service,Family Rooms,Conference Facilities,Breakfast Available","Vida Hotels and Resorts","Travelers Choice 2023","$$$"
16735572,"Vida Creek Harbour","Emirate of Dubai","United Arab Emirates",25.206276,55.342342,116,982,5.0,1689,1031,"Pool,Internet,Shuttle Bus Service,Suites,Room service,Free Internet,Free parking,Wheelchair access,Restaurant,Bar/Lounge,Pets Allowed,Airport transportation,Wifi,Public Wifi,Free Wifi,Breakfast included,Dry Cleaning,Meeting rooms,Non-smoking rooms,Business center,Fitness center,Laundry Service,Concierge,Banquet Room,Air conditioning,Multilingual Staff,Accessible rooms,Minibar,Babysitting,Non-smoking hotel,Safe,Flatscreen TV,Breakfast Buffet,Private Balcony,Butler Service,Infinity Pool,Outdoor pool,Parking,Free Shuttle or Taxi Services,Facilities for Disabled Guests,Housekeeping,Kids Club,Kids Stay Free,Additional Bathroom,Arabic,Baggage Storage,Bath / Shower,Bathrobes,Bicycles Available,Blackout Curtains,Bottled Water,Breakfast in the Room,Chinese,Coffee Shop,Coffee / Tea Maker,Currency Exchange,Desk,Doorperson,English,Filipino,Free Public Parking Nearby,Complimentary Toiletries,French,24-Hour Front Desk,Hair Dryer,Hindi,Interconnected room(s) available,Iron,Ironing Service,Kids' Meals,Nightclub / DJ,Outdoor Furniture,Pool / Beach Towels,Pool with View,Portuguese,Russian,Seating Area,24-Hour Security,Secured Parking,Shoeshine,Soundproof Rooms,Spanish,Special Diet Menus,Street Parking,Sun Loungers / Beach Chairs,Sun Terrace,Sun Umbrellas,Table Tennis,Taxi Service,Telephone,Turkish,Wake Up Service / Alarm Clock,Wine / Champagne,Family Rooms,Conference Facilities,Breakfast Available,Air Purifier,Cable / Satellite TV,Clothes Rack,Dining Area,Electric Kettle,First Aid Kit,Complimentary Welcome Drink,Free Wifi in the Business Center,Happy Hour,Private Bathrooms,Separate Living Room,Serbian,Sofa,Tile / Marble Floor,Umbrella,Valet Parking,Walk-in Shower,Wardrobe / Closet,Photo Copier / Fax In Business Center,Yoga Room","Vida Hotels and Resorts","Travelers Choice 2023","$$"
16735585,"Rove at The Park","Emirate of Dubai","United Arab Emirates",24.911055,55.01374,166,982,4.5,1501,957,"Pool,Internet,Kids Activities,Room service,Free Internet,Free parking,Wheelchair access,Restaurant,Bar/Lounge,Airport transportation,Wifi,Free Wifi,Dry Cleaning,Meeting rooms,Non-smoking rooms,Business center,Fitness center,Laundry Service,Concierge,Air conditioning,Family Rooms,Multilingual Staff,Self-Serve Laundry,Accessible rooms,Conference Facilities,Babysitting,Non-smoking hotel,Safe,Heated pool,Flatscreen TV,Breakfast Buffet,Outdoor pool,Parking,Facilities for Disabled Guests,Housekeeping,Kids Club,Kids Stay Free,Electric vehicle charging station,Afrikaans,Arabic,Baggage Storage,Bath / Shower,Blackout Curtains,Board Games / Puzzles,Bottled Water,Chinese,Clothes Dryer,Clothes Rack,Complimentary Tea,Desk,English,Extra Long Beds,Filipino,Free Private Parking Nearby,Free Public Parking Nearby,Complimentary Instant Cofffee,French,24-Hour Front Desk,Game Room,Hair Dryer,Hindi,Indoor Play Area for Children,Interconnected room(s) available,Ironing Service,Kids' Meals,Kid-Friendly Buffet,Kids' Outdoor Play Equipment,Pool / Beach Towels,Russian,Seating Area,24-Hour Security,Secured Parking,Soundproof Rooms,Street Parking,Table Tennis,Taxi Service,Telephone,Wake Up Service / Alarm Clock,Public Wifi,Breakfast Available,Cable / Satellite TV,Children's Television Networks,Children's Playground,Landmark View,Nepali,Outdoor Dining Area,Pool View,Private Bathrooms,Radio,Saltwater Pool,Swahili,Tamil,Urdu,Vending Machine,Video Game Console,Wardrobe / Closet,Water Park Off-site","Rove Hotels","Travelers Choice 2023","$$"
16735656,"Address Sky View","Emirate of Dubai","United Arab Emirates",25.201605,55.27054,105,982,5.0,2501,2479,"Pool,Internet,Kids Activities,Shuttle Bus Service,Suites,Room service,Free Internet,Free parking,Wheelchair access,Restaurant,Bar/Lounge,Spa,Airport transportation,Wifi,Public Wifi,Free Wifi,Breakfast included,Dry Cleaning,Meeting rooms,Hot Tub,Non-smoking rooms,Business center,Fitness center,Laundry Service,Concierge,Banquet Room,Air conditioning,Multilingual Staff,Accessible rooms,Minibar,Babysitting,Safe,Rooftop Bar,Rooftop Pool,Heated pool,Flatscreen TV,Rooftop Terrace,Breakfast Buffet,Poolside Bar,Private Balcony,Butler Service,Infinity Pool,Outdoor pool,Parking,Facilities for Disabled Guests,Housekeeping,Kids Club,Kids Stay Free,Sauna,Additional Bathroom,Allergy-free Room,Arabic,ATM On Site,Baggage Storage,Bath / Shower,Bathrobes,Blackout Curtains,Bottled Water,Breakfast in the Room,Car Hire,Chinese,Coffee Shop,Complimentary Tea,Convenience Store,Currency Exchange,Desk,Doorperson,English,Facial Treatments,Filipino,Fitness Classes,Fitness / Spa Locker Rooms,Complimentary Toiletries,French,24-Hour Front Desk,German,Hair Dryer,Hammam,Head Massage,Hindi,Indonesian,Interconnected room(s) available,Iron,Ironing Service,Korean,Laptop Safe,Massage,Newspaper,Nightclub / DJ,Pool / Beach Towels,Pool with View,Portuguese,Romanian,Russian,Salon,Seating Area,24-Hour Security,Shoeshine,Shops,Soundproof Rooms,Steam Room,Sun Loungers / Beach Chairs,Sun Terrace,Sun Umbrellas,Taxi Service,Telephone,Wake Up Service / Alarm Clock,Family Rooms,Conference Facilities,Breakfast Available,Bidet,Clothes Rack,Couples Massage,Executive Lounge Access,First Aid Kit,Full Body Massage,Happy Hour,Landmark View,Outdoor Dining Area,Pool View,Private Bathrooms,Serbian,Sofa,Tile / Marble Floor,Valet Parking,Wardrobe / Closet","Address Hotels + Resorts","Travelers Choice Best of the Best 2022,Travelers Choice 2023,Travelers Choice 2022","$$$$"
1675299,"Holiday Inn Express Dubai Airport, an IHG Hotel","Emirate of Dubai","United Arab Emirates",25.24253,55.3598,322,982,4.0,3078,1522,"Free parking,Restaurant,Fitness center,Shuttle Bus Service,Wheelchair access,Bar/Lounge,Breakfast included,Internet,Free Internet,Airport transportation,Wifi,Free Wifi,Meeting rooms,Business center,Laundry Service,Free airport transportation,Public Wifi,Dry Cleaning,Non-smoking rooms,Concierge,Banquet Room,Air conditioning,Family Rooms,Multilingual Staff,Smoking rooms available,Accessible rooms,Refrigerator in room,Conference Facilities,Non-smoking hotel,Safe,Flatscreen TV,Breakfast Buffet,Free Shuttle or Taxi Services,Housekeeping,Kids Stay Free,Allergy-free Room,Arabic,ATM On Site,Baggage Storage,Blackout Curtains,Car Hire,Currency Exchange,Doorperson,English,Filipino,French,24-Hour Front Desk,Hindi,Interconnected room(s) available,Ironing Service,Kid-Friendly Buffet,Newspaper,Russian,24-Hour Security,Soundproof Rooms,Taxi Service,Breakfast Available,Parking,Facilities for Disabled Guests","Holiday Inn Express","Travelers Choice 2022","$$"
