"id","name","region","country","latitude","longitude","ranking","ranking_out_of","rating","num_reviews","photo_count","amenities","brand","awards","price_level"
23333245,"Red Green Hotel","Turkish Aegean Coast","Turkiye",38.457928,27.11268,82,218,4.0,7,4,"","","","$"
23341907,"Kybele AlacatI Otel","Turkish Aegean Coast","Turkiye",38.29179,26.3722,47,218,5.0,11,47,"","","","$"
23346831,"Citadines Culture Village Dubai","Emirate of Dubai","United Arab Emirates",25.22964,55.337276,168,982,5.0,89,77,"Free parking,Free Wifi,Fitness center,Air conditioning,Safe,Rooftop Pool,Bath / Shower,Hindi,Pool / Beach Towels,Pool,Room service,Restaurant,Airport transportation,Dry Cleaning,Non-smoking rooms,Business center,Laundry Service,Refrigerator in room,Flatscreen TV,Breakfast Available,Arabic,Bathrobes,Bicycle Rental,Bottled Water,Cable / Satellite TV,Coffee / Tea Maker,Complimentary Tea,Desk,English,Extra Long Beds,Complimentary Instant Cofffee,Complimentary Toiletries,24-Hour Front Desk,Hair Dryer,Landmark View,Pool with View,24-Hour Security,Secured Parking,Street Parking,Taxi Service,Walk-in Shower,Walking Tours","Citadines Apart hotel","","$$"
2335283,"Hues Boutique Hotel","Emirate of Dubai","United Arab Emirates",25.281897,55.315125,433,982,3.5,504,286,"Pool,Internet,Free Internet,Wifi,Free Wifi,Suites,Room service,Wheelchair access,Restaurant,Bar/Lounge,Spa,Airport transportation,Public Wifi,Dry Cleaning,Non-smoking rooms,Laundry Service,Concierge,Air conditioning,Family Rooms,Multilingual Staff,Minibar,Conference Facilities,Non-smoking hotel,Rooftop Bar,Rooftop Pool,Flatscreen TV,Breakfast Buffet,Outdoor pool,Breakfast Available,24-Hour Check-in,Kids Activities,Free parking,Breakfast included,Meeting rooms,Hot Tub,Business center,Fitness center,Banquet Room,Smoking rooms available,Safe,Rooftop Terrace,Housekeeping,Sauna,Arabic,Baggage Storage,Bath / Shower,Bidet,Billiards,Bottled Water,Coffee Shop,Complimentary Tea,Couples Massage,Currency Exchange,Darts,English,Filipino,Foot Massage,Complimentary Instant Cofffee,Complimentary Toiletries,24-Hour Front Desk,Full Body Massage,Hair Dryer,Hindi,Iron,Nightclub / DJ,Private Bathrooms,24-Hour Security,Steam Room,Sun Deck,Sun Loungers / Beach Chairs,Telephone,Thai,Urdu,Wardrobe / Closet","","","$$"
23393331,"Howard Johnson Plaza by Wyndham Dubai Deira","Emirate of Dubai","United Arab Emirates",25.265018,55.322186,685,982,3.0,299,177,"Wheelchair access,Free Wifi,Air conditioning,Safe,Pool,Suites,Room service,Free Internet,Restaurant,Bar/Lounge,Public Wifi,Meeting rooms,Non-smoking rooms,Business center,Fitness center,Laundry Service,Concierge,Banquet Room,Family Rooms,Smoking rooms available,Minibar,Conference Facilities,Babysitting,Rooftop Pool,Flatscreen TV,Rooftop Terrace,Breakfast Buffet,Adult pool,Outdoor pool,Breakfast Available,Housekeeping,Kids Stay Free,Sauna,Arabic,Baggage Storage,Bath / Shower,Blackout Curtains,Bottled Water,Breakfast in the Room,Cable / Satellite TV,Car Hire,24-Hour Check-in,Express Check-in / Check-out,Chinese,Coffee Shop,Coffee / Tea Maker,Currency Exchange,Desk,Electric Kettle,English,Facial Treatments,First Aid Kit,Fitness / Spa Locker Rooms,Complimentary Toiletries,Free Wifi in the Business Center,24-Hour Front Desk,Full Body Massage,German,Gift Shop,Hair Dryer,Hand Massage,Head Massage,Highchairs Available,Hindi,Interconnected room(s) available,Iron,Ironing Service,Kids' Meals,Kid-Friendly Buffet,Laptop Safe,Light Therapy,Massage,Neck Massage,Nepali,Newspaper,Pool / Beach Towels,Private Bathrooms,Russian,24-Hour Security,Secured Parking,Shoeshine,Soundproof Rooms,Special Diet Menus,Steam Room,Sun Loungers / Beach Chairs,Sun Terrace,Sun Umbrellas,Tamil,Taxi Service,Telephone,Urdu,Wake Up Service / Alarm Clock,Wardrobe / Closet,Photo Copier / Fax In Business Center","Howard Johnson","","$$"
23425371,"ME Barcelona","Catalonia","Spain",41.396294,2.179692,27,553,5.0,202,340,"Suites,Room service,Wheelchair access,Restaurant,Bar/Lounge,Pets Allowed,Free Wifi,Meeting rooms,Non-smoking rooms,Fitness center,Laundry Service,Banquet Room,Air conditioning,Minibar,Safe,Rooftop Terrace,Breakfast Buffet,Outdoor pool,Breakfast Available,Housekeeping,Baggage Storage,Bath / Shower,Bottled Water,Breakfast in the Room,Catalan,24-Hour Check-in,Coffee / Tea Maker,Complimentary Tea,Doorperson,English,Pool,Internet,Free Internet,Airport transportation,Wifi,Public Wifi,Dry Cleaning,Concierge,Family Rooms,Accessible rooms,Rooftop Bar,Rooftop Pool,Heated pool,Flatscreen TV,Poolside Bar,Butler Service,Parking,Facilities for Disabled Guests,Electric vehicle charging station,Blackout Curtains,Body Wrap,Cable / Satellite TV,Car Hire,Express Check-in / Check-out,Children's Television Networks,Clothes Rack,Coffee Shop,Couples Massage,Currency Exchange,Extra Long Beds,Facial Treatments,First Aid Kit,Foot Massage,Complimentary Instant Cofffee,Complimentary Toiletries,Complimentary Welcome Drink,Free Wifi in the Business Center,Free Wired Internet in the Business Center,French,24-Hour Front Desk,Full Body Massage,German,Hair Dryer,Hand Massage,Head Massage,Highchairs Available,Interconnected room(s) available,Iron,Ironing Service,Italian,Landmark View,Laptop Safe,Massage,Neck Massage,On-Demand Movies,Outdoor Dining Area,Outdoor Furniture,Personal Trainer,Pool / Beach Towels,Pool with View,Portuguese,Private Bathrooms,Private Check-in / Check-out,Paid Public Parking Nearby,Paid Public Parking On-site,24-Hour Security,Shallow End,Shoeshine,Soundproof Rooms,Spanish,Special Diet Menus,Sun Deck,Sun Loungers / Beach Chairs,Sun Terrace,Sun Umbrellas,Taxi Service,Telephone,Umbrella,Valet Parking,Wake Up Service / Alarm Clock,Walk-in Shower,Wardrobe / Closet,Wine / Champagne,Yoga Classes","ME by Melia","Travelers Choice 2023","$$$$"
23425940,"Avwan Hotel Cigli","Turkish Aegean Coast","Turkiye",38.510124,27.046278,2,4,4.5,8,18,"","","","$"
234397,"H10 Catalunya Plaza","Catalonia","Spain",41.387024,2.168635,76,553,4.5,1137,648,"Internet,Free Internet,Free Wifi,Room service,Wheelchair access,Restaurant,Bar/Lounge,Wifi,Public Wifi,Dry Cleaning,Meeting rooms,Non-smoking rooms,Business center,Laundry Service,Concierge,Air conditioning,Family Rooms,Multilingual Staff,Minibar,Non-smoking hotel,Safe,Flatscreen TV,Breakfast Buffet,Private Balcony,Breakfast Available,Facilities for Disabled Guests,Baggage Storage,Blackout Curtains,Catalan,Complimentary Tea,Desk,English,Complimentary Instant Cofffee,Complimentary Toiletries,French,24-Hour Front Desk,Hair Dryer,Ironing Service,Italian,24-Hour Security,Snack Bar,Spanish,Special Diet Menus,Taxi Service,Telephone,Wake Up Service / Alarm Clock,German,Soundproof Rooms,Umbrella","H10 Hotels","Travelers Choice 2023,Travelers Choice 2022","$$"
23445197,"Hampton by Hilton Barcelona Fira Gran Via","Catalonia","Spain",41.355545,2.126958,352,553,4.0,128,147,"Free Wifi,Breakfast included,Breakfast Buffet,Baggage Storage,Room service,Free parking,Wheelchair access,Restaurant,Bar/Lounge,Pets Allowed,Meeting rooms,Non-smoking rooms,Business center,Fitness center,Laundry Service,Air conditioning,Family Rooms,Accessible rooms,Minibar,Non-smoking hotel,Safe,Flatscreen TV,Facilities for Disabled Guests,Housekeeping,Kids Stay Free,Electric vehicle charging station,Allergy-free Room,Bath / Shower,Blackout Curtains,Cable / Satellite TV,Catalan,24-Hour Check-in,Express Check-in / Check-out,Clothes Rack,Coffee Shop,Coffee / Tea Maker,Desk,Electric Kettle,English,Complimentary Toiletries,French,24-Hour Front Desk,German,Gift Shop,Hair Dryer,Interconnected room(s) available,Iron,Italian,Laptop Safe,Mountain View,Parking Garage,Portuguese,Private Bathrooms,24-Hour Security,Sofa,Sofa Bed,Soundproof Rooms,Spanish,Telephone,Tile / Marble Floor,Wake Up Service / Alarm Clock,Walk-in Shower,Wardrobe / Closet","Hampton by Hilton","Travelers Choice 2023","$$"
23451098,"TIME Asma Hotel","Emirate of Dubai","United Arab Emirates",25.113373,55.20392,316,982,4.5,144,135,"Pool,Free Wifi,Meeting rooms,Non-smoking rooms,Air conditioning,Rooftop Pool,Arabic,24-Hour Security,Room service,Wheelchair access,Restaurant,Dry Cleaning,Fitness center,Laundry Service,Breakfast Buffet","","Travelers Choice 2023","$$"
234572,"U232 Hotel","Catalonia","Spain",41.389725,2.148989,102,553,4.5,3967,1228,"Internet,Free Internet,Free Wifi,Non-smoking rooms,Room service,Wheelchair access,Bar/Lounge,Wifi,Dry Cleaning,Meeting rooms,Business center,Fitness center,Laundry Service,Concierge,Air conditioning,Multilingual Staff,Accessible rooms,Minibar,Conference Facilities,Non-smoking hotel,Safe,Flatscreen TV,Rooftop Terrace,Breakfast Buffet,Private Balcony,Breakfast Available,Parking,Facilities for Disabled Guests,Housekeeping,Baggage Storage,Blackout Curtains,Catalan,24-Hour Check-in,Complimentary Tea,English,24-Hour Front Desk,Hair Dryer,Laptop Safe,Spanish,Bidet,Breakfast in the Room,Cable / Satellite TV,Desk,Complimentary Toiletries,French,German,Ironing Service,Italian,Newspaper,Paid Public Parking Nearby,Sun Terrace,Wake Up Service / Alarm Clock,Wardrobe / Closet","","Travelers Choice 2023","$$"
234573,"Hotel Sant Agusti","Catalonia","Spain",41.380653,2.171481,340,553,3.5,1208,329,"Internet,Free Internet,Wifi,Free Wifi,Wheelchair access,Breakfast included,Non-smoking rooms,Air conditioning,Multilingual Staff,Accessible rooms,Non-smoking hotel,Safe,Flatscreen TV,Breakfast Buffet,Private Balcony,Housekeeping,Baggage Storage,Blackout Curtains,Catalan,Desk,English,Complimentary Toiletries,24-Hour Front Desk,Hair Dryer,Laptop Safe,Spanish,Telephone,Vending Machine,Public Wifi,French,German,Paid Public Parking Nearby,Shared Lounge / TV Area,Beach Access","","","$$"
234578,"Park Hotel Barcelona","Catalonia","Spain",41.38427,2.18425,246,553,4.0,859,347,"Restaurant,Wheelchair access,Internet,Free Internet,Bar/Lounge,Wifi,Free Wifi,Public Wifi,Dry Cleaning,Non-smoking rooms,Laundry Service,Concierge,Air conditioning,Multilingual Staff,Accessible rooms,Minibar,Non-smoking hotel,Safe,Rooftop Pool,Flatscreen TV,Breakfast Buffet,Private Balcony,Breakfast Available,Housekeeping,Baggage Storage,Catalan,English,Hair Dryer,Taxi Service,Parking,Car Hire,Coffee Shop,French,24-Hour Front Desk,Ironing Service,Italian,Outdoor Furniture,Parking Garage,Pool / Beach Towels,Paid Private Parking Nearby,Solarium,Spanish,Sun Loungers / Beach Chairs,Sun Terrace,Wine / Champagne,Beach Access","","","$$"
234579,"Hotel Amrey Sant Pau","Catalonia","Spain",41.413963,2.177573,309,553,4.0,921,475,"Restaurant,Internet,Free Internet,Bar/Lounge,Wifi,Free Wifi,Wheelchair access,Dry Cleaning,Non-smoking rooms,Laundry Service,Concierge,Air conditioning,Multilingual Staff,Non-smoking hotel,Flatscreen TV,Breakfast Buffet,Bath / Shower,Catalan,24-Hour Front Desk,Paid Public Parking Nearby,Spanish,Taxi Service,Parking,Baggage Storage,Dutch,English,French,German,Hair Dryer,Highchairs Available,Ironing Service,Italian,Newspaper,Paid Private Parking On-site,Seating Area,Sofa,Washing Machine","","","$"
23469903,"Crowne Plaza Dubai Jumeirah","Emirate of Dubai","United Arab Emirates",25.249207,55.279747,72,982,5.0,669,478,"Pool,Internet,Suites,Room service,Free Internet,Free parking,Wheelchair access,Restaurant,Bar/Lounge,Spa,Airport transportation,Wifi,Public Wifi,Free Wifi,Dry Cleaning,Meeting rooms,Non-smoking rooms,Business center,Fitness center,Laundry Service,Concierge,Banquet Room,Air conditioning,Multilingual Staff,Refrigerator in room,Minibar,Babysitting,Safe,Rooftop Pool,Rooftop Terrace,Breakfast Buffet,Poolside Bar,Outdoor pool,Breakfast Available,Parking,Facilities for Disabled Guests,Housekeeping,Sauna,Arabic,Baggage Storage,Bath / Shower,Breakfast in the Room,24-Hour Check-in,Coffee Shop,Doorperson,Filipino,Fitness / Spa Locker Rooms,Free Private Parking Nearby,24-Hour Front Desk,Hindi,Ironing Service,Outdoor Furniture,Seating Area,24-Hour Security,Secured Parking,Steam Room,Street Parking,Thai,Kids Activities,Shuttle Bus Service,Breakfast included,Family Rooms,Smoking rooms available,Rooftop Bar,Free Shuttle or Taxi Services,Children's Television Networks,First Aid Kit,Full Body Massage,Head Massage,Highchairs Available,Kids' Meals,Massage,Neck Massage","Crowne Plaza","Travelers Choice 2023","$$$"
23479599,"Zebra Homes Hotel","Turkish Aegean Coast","Turkiye",38.436977,27.145393,51,194,3.5,2,24,"Suites,Free Wifi,Air conditioning,Family Rooms,Refrigerator in room,Kids Stay Free,Bath / Shower,Cable / Satellite TV,Clothes Rack,Coffee / Tea Maker,Electric Kettle,English,Free Public Parking Nearby,Complimentary Toiletries,Hair Dryer,Iron,Landmark View,Private Bathrooms,Turkish","","","$"
234849,"Aparthotel Silver","Catalonia","Spain",41.40209,2.151142,87,553,4.5,1212,619,"Kitchenette,Internet,Free Internet,Wifi,Free Wifi,Wheelchair access,Suites,Bar/Lounge,Public Wifi,Dry Cleaning,Non-smoking rooms,Laundry Service,Concierge,Air conditioning,Multilingual Staff,Accessible rooms,Refrigerator in room,Non-smoking hotel,Safe,Flatscreen TV,Breakfast Available,Parking,Housekeeping,Baggage Storage,Bath / Shower,Blackout Curtains,Catalan,24-Hour Check-in,English,Complimentary Toiletries,24-Hour Front Desk,Hair Dryer,Spanish,Taxi Service,Microwave,Cable / Satellite TV,Coffee Shop,Coffee / Tea Maker,Desk,Electric Kettle,French,Highchairs Available,Interconnected room(s) available,Italian,Kitchenware,Laptop Safe,Private Bathrooms,Paid Private Parking On-site,Secured Parking,Stovetop,Telephone,Umbrella,Wake Up Service / Alarm Clock,Wardrobe / Closet,Wine / Champagne,Photo Copier / Fax In Business Center","","","$$"
23487461,"Rose Executive Hotel DWTC","Emirate of Dubai","United Arab Emirates",25.226809,55.289085,386,982,4.5,87,86,"Pool,Free parking,Restaurant,Free Wifi,Fitness center,Air conditioning,Private Balcony,English,Complimentary Instant Cofffee,Internet,Suites,Room service,Wheelchair access,Airport transportation,Wifi,Meeting rooms,Non-smoking rooms,Business center,Laundry Service,Concierge,Family Rooms,Smoking rooms available,Refrigerator in room,Conference Facilities,Safe,Rooftop Pool,Heated pool,Flatscreen TV,Breakfast Buffet,Kids pool,Adult pool,Outdoor pool,Breakfast Available,Parking,Housekeeping,Sauna,Allergy-free Room,Arabic,Baggage Storage,Bath / Shower,Bathrobes,Bidet,Blackout Curtains,Bottled Water,Cable / Satellite TV,Car Hire,24-Hour Check-in,Express Check-in / Check-out,Coffee / Tea Maker,Currency Exchange,Desk,Electric Kettle,Filipino,First Aid Kit,Fitness / Spa Locker Rooms,Complimentary Toiletries,Free Wifi in the Business Center,24-Hour Front Desk,Gift Shop,Hair Dryer,Hindi,Interconnected room(s) available,Iron,Kids' Outdoor Play Equipment,Pool / Beach Towels,Pool View,Private Check-in / Check-out,Russian,Seating Area,24-Hour Security,Secured Parking,Soundproof Rooms,Taxi Service,Telephone,Wake Up Service / Alarm Clock,Walk-in Shower,Wardrobe / Closet,Photo Copier / Fax In Business Center","","","$$"
23492792,"No 10 Hotel","Turkish Aegean Coast","Turkiye",37.949097,27.368168,51,218,5.0,10,41,"","","","$"
23504122,"Emen's Hotel","Turkish Aegean Coast","Turkiye",38.422733,27.144674,23,194,5.0,2,0,"","","","$"
23508404,"Sunrise Remal Resort","Red Sea and Sinai","Egypt",27.96974,34.41329,28,279,4.5,991,2349,"Pool,Kids Activities,Beachfront,Shuttle Bus Service,Suites,Room service,Free parking,Wheelchair access,Restaurant,Bar/Lounge,Spa,Airport transportation,Breakfast included,Meeting rooms,Non-smoking rooms,Fitness center,Laundry Service,Concierge,Banquet Room,Air conditioning,Minibar,Babysitting,Safe,Breakfast Buffet,Poolside Bar,Private Balcony,Outdoor pool,Private Beaches,Breakfast Available,Free airport transportation,Housekeeping,Kids Club,Aerobics,Allergy-free Room,Arabic,ATM On Site,Baggage Storage,Bath / Shower,Billiards,Blackout Curtains,Bottled Water,Coffee / Tea Maker,Complimentary Tea,Currency Exchange,Darts,Desk,Diving,English,Entertainment Staff,Evening Entertainment,Facial Treatments,Fitness Classes,Complimentary Instant Cofffee,Complimentary Toiletries,24-Hour Front Desk,Gift Shop,Hair Dryer,Hammam,Interconnected room(s) available,Ironing Service,Italian,Kids' Meals,Kid-Friendly Buffet,Massage,Outdoor Furniture,Pool / Beach Towels,Pool with View,Russian,Salon,Seating Area,24-Hour Security,Shops,Snack Bar,Snorkeling,Steam Room,Sun Loungers / Beach Chairs,Sun Terrace,Sun Umbrellas,Table Tennis,Taxi Service,Telephone,Beach Access,Free Internet,Wifi,Family Rooms,Smoking rooms available,Conference Facilities,Swimup Bar,Flatscreen TV,Kids pool,Parking,Sauna,Breakfast in the Room,Cable / Satellite TV,Express Check-in / Check-out,Children's Playground,Clothes Rack,Electric Kettle,First Aid Kit,Full Body Massage,German,Highchairs Available,Infirmary,Laptop Safe,Outdoor Dining Area,Pool View,Private Bathrooms,Sofa,Special Diet Menus,Tile / Marble Floor,Umbrella,Wake Up Service / Alarm Clock,Wardrobe / Closet,Yoga Classes","Sunrise Resorts","Travelers Choice 2023","$$"
23514259,"Grand Kingsgate Hotel Waterfront","Emirate of Dubai","United Arab Emirates",25.226576,55.340267,53,766,4.5,34,57,"Pool,Restaurant,Free Wifi,Air conditioning,Safe,Housekeeping,Bath / Shower,Hindi,Internet,Kids Activities,Suites,Room service,Free Internet,Free parking,Bar/Lounge,Spa,Wifi,Dry Cleaning,Meeting rooms,Fitness center,Laundry Service,Family Rooms,Smoking rooms available,Non-smoking hotel,Rooftop Pool,Flatscreen TV,Breakfast Buffet,Private Balcony,Adult pool,Breakfast Available,Parking,Kids Stay Free,Air Purifier,Arabic,Baggage Storage,Bathrobes,Blackout Curtains,Bottled Water,Cable / Satellite TV,24-Hour Check-in,Express Check-in / Check-out,Clothes Rack,Coffee Shop,Currency Exchange,Desk,Doorperson,Electric Kettle,English,Extra Long Beds,Filipino,First Aid Kit,Foot Massage,24-Hour Front Desk,Full Body Massage,Gift Shop,Hair Dryer,Hand Massage,Head Massage,Iron,Landmark View,Manicure,Massage,Neck Massage,Outdoor Fireplace,Pedicure,Pool / Beach Towels,Paid Private Parking On-site,24-Hour Security,Secured Parking,Sofa,Soundproof Rooms,Steam Room,Telephone,Wake Up Service / Alarm Clock","Millennium","","$$"
23525162,"Kaktushan Butik Otel","Turkish Aegean Coast","Turkiye",38.28435,26.37429,21,194,5.0,2,0,"","","","$$"
23528625,"Ecos Dubai Hotel at Al Furjan","Emirate of Dubai","United Arab Emirates",25.020742,55.15325,68,982,5.0,274,340,"Pool,Room service,Free parking,Wheelchair access,Restaurant,Free Wifi,Breakfast included,Dry Cleaning,Meeting rooms,Non-smoking rooms,Fitness center,Laundry Service,Concierge,Air conditioning,Self-Serve Laundry,Safe,Rooftop Pool,Breakfast Buffet,Outdoor pool,Breakfast Available,Housekeeping,Arabic,Baggage Storage,Blackout Curtains,Bottled Water,Coffee Shop,Doorperson,English,French,24-Hour Front Desk,Hindi,Interconnected room(s) available,Ironing Service,Kids' Meals,Russian,24-Hour Security,Secured Parking,Telephone,Internet,Free Internet,Wifi,Public Wifi,Business center,Family Rooms,Conference Facilities,Non-smoking hotel,Parking,Kids Stay Free,Electric vehicle charging station,Cable / Satellite TV,Currency Exchange,Free Wifi in the Business Center,Laptop Safe,Nepali,Newspaper,Outdoor Dining Area,Private Bathrooms,Sun Deck,Taxi Service,Vending Machine,Wake Up Service / Alarm Clock,Walk-in Shower,Wardrobe / Closet","","Travelers Choice 2023","$$"
23530087,"Punta Vista Hotel","Turkish Aegean Coast","Turkiye",38.42642,27.15085,55,218,5.0,8,14,"","","","$"
23534533,"Alacati Disa Hotel","Turkish Aegean Coast","Turkiye",38.28872,26.377834,81,218,5.0,2,4,"","","","$"
23536838,"Coral Sea Waterworld","Red Sea and Sinai","Egypt",28.04707,34.433056,40,279,4.5,8244,9138,"Pool,Internet,Kids Activities,Beachfront,Suites,Room service,Free Internet,Free parking,Restaurant,Bar/Lounge,Spa,Wifi,Public Wifi,Paid Internet,Dry Cleaning,Meeting rooms,Fitness center,Laundry Service,Concierge,Banquet Room,Air conditioning,Family Rooms,Multilingual Staff,Smoking rooms available,Accessible rooms,Minibar,Babysitting,Safe,Swimup Bar,Heated pool,Lazy River,Water Park,Breakfast Buffet,Poolside Bar,Private Balcony,Butler Service,Outdoor pool,Breakfast Available,Free airport transportation,Housekeeping,Kids Club,Sauna,Aerobics,Arabic,Bath / Shower,Billiards,Blackout Curtains,Coffee / Tea Maker,Currency Exchange,Darts,Doorperson,English,Entertainment Staff,Evening Entertainment,Facial Treatments,Fitness Classes,Free Private Parking Nearby,Free Public Parking Nearby,24-Hour Front Desk,Gift Shop,Ironing Service,Kid-Friendly Buffet,Kids' Outdoor Play Equipment,Massage,Outdoor Furniture,Pool / Beach Towels,Russian,Salon,24-Hour Security,Shared Lounge / TV Area,Shops,Snack Bar,Snorkeling,Steam Room,Sun Loungers / Beach Chairs,Sun Umbrellas,Table Tennis,Taxi Service,Beach Access","","Travelers Choice 2023","$$"
2354683,"The Canvas Dubai- MGallery Hotel Collection","Emirate of Dubai","United Arab Emirates",25.255495,55.285538,135,982,4.5,5118,2258,"Pool,Internet,Free Internet,Free parking,Free Wifi,Shuttle Bus Service,Suites,Room service,Wheelchair access,Restaurant,Bar/Lounge,Spa,Airport transportation,Wifi,Public Wifi,Dry Cleaning,Meeting rooms,Hot Tub,Non-smoking rooms,Business center,Fitness center,Laundry Service,Concierge,Banquet Room,Air conditioning,Family Rooms,Multilingual Staff,Smoking rooms available,Accessible rooms,Refrigerator in room,Minibar,Conference Facilities,Babysitting,Safe,Rooftop Bar,Rooftop Pool,Flatscreen TV,Rooftop Terrace,Breakfast Buffet,Poolside Bar,Butler Service,Outdoor pool,Breakfast Available,Parking,Facilities for Disabled Guests,Housekeeping,Kids Club,Kids Stay Free,Sauna,Allergy-free Room,Arabic,Baggage Storage,Blackout Curtains,Breakfast in the Room,Car Hire,24-Hour Check-in,Currency Exchange,Doorperson,English,Facial Treatments,Filipino,Fitness Classes,Fitness / Spa Locker Rooms,24-Hour Front Desk,Head Massage,Hindi,Ironing Service,Massage,Nightclub / DJ,Pool / Beach Towels,Russian,Salon,24-Hour Security,Shoeshine,Soundproof Rooms,Steam Room,Sun Terrace,Taxi Service,Valet Parking,VIP Room Facilities","MGALLERY","","$$"
23547106,"Sonder Downtown Towers","Emirate of Dubai","United Arab Emirates",25.207462,55.268562,12,766,5.0,211,173,"Pool,Internet,Suites,Free Internet,Free parking,Wifi,Free Wifi,Non-smoking rooms,Fitness center,Concierge,Air conditioning,Self-Serve Laundry,Refrigerator in room,Non-smoking hotel,Flatscreen TV,Private Balcony,Outdoor pool,Parking,Additional Bathroom,Baggage Storage,Bath / Shower,Cable / Satellite TV,Express Check-in / Check-out,Clothes Dryer,Clothes Rack,Coffee Shop,Coffee / Tea Maker,Complimentary Tea,Desk,Dining Area,Dishwasher,Electric Kettle,English,Fitness / Spa Locker Rooms,Complimentary Instant Cofffee,Complimentary Toiletries,French,24-Hour Front Desk,Hair Dryer,Iron,Kitchenware,Oven,Parking Garage,Pool View,Private Bathrooms,Seating Area,24-Hour Security,Separate Dining Area,Separate Living Room,Sofa,Spanish,Stovetop,Wardrobe / Closet,Washing Machine","Sonder","Travelers Choice 2023","$$$$"
23579558,"Al Khoory Sky Garden Hotel","Emirate of Dubai","United Arab Emirates",25.257563,55.33543,120,982,5.0,617,245,"Pool,Suites,Room service,Free parking,Wheelchair access,Restaurant,Airport transportation,Free Wifi,Dry Cleaning,Meeting rooms,Non-smoking rooms,Business center,Fitness center,Laundry Service,Concierge,Air conditioning,Accessible rooms,Minibar,Safe,Heated pool,Breakfast Buffet,Private Balcony,Outdoor pool,Breakfast Available,Housekeeping,Sauna,Allergy-free Room,Arabic,Baggage Storage,Bath / Shower,Board Games / Puzzles,Bottled Water,Breakfast in the Room,Car Hire,24-Hour Check-in,Coffee Shop,Coffee / Tea Maker,Currency Exchange,Desk,Doorperson,English,Entertainment Staff,Facial Treatments,Fitness / Spa Locker Rooms,Free Public Parking Nearby,Complimentary Toiletries,24-Hour Front Desk,Game Room,Hindi,Indoor Play Area for Children,Interconnected room(s) available,Ironing Service,Kids' Meals,Kid-Friendly Buffet,Massage,Newspaper,Outdoor Furniture,Parking Garage,Pool / Beach Towels,Seating Area,24-Hour Security,Secured Parking,Telephone,Internet,Kids Activities,Free Internet,Spa,Wifi,Breakfast included,Banquet Room,Family Rooms,Conference Facilities,Flatscreen TV,Kids pool,Parking,Facilities for Disabled Guests,Kids Club,Bathrobes,Bidet,Body Wrap,Cable / Satellite TV,Children's Television Networks,Clothes Rack,Dining Area,Evening Entertainment,First Aid Kit,Foot Massage,Free Wifi in the Business Center,Full Body Massage,Hair Dryer,Hammam,Hand Massage,Head Massage,Iron,Manicure,Neck Massage,Outdoor Dining Area,Patio,Pedicure,Personal Trainer,Pool View,Private Bathrooms,Salon,Separate Dining Area,Separate Living Room,Shallow End,Shoeshine,Sofa,Sofa Bed,Special Diet Menus,Steam Room,Taxi Service,Video Game Console,VIP Room Facilities,Wake Up Service / Alarm Clock,Walk-in Shower,Wardrobe / Closet,Water Park Off-site,Waxing Services,Photo Copier / Fax In Business Center","","Travelers Choice 2023","$$"
23579571,"Al Khoory Courtyard Hotel","Emirate of Dubai","United Arab Emirates",25.162712,55.24882,24,982,5.0,366,218,"Pool,Room service,Free parking,Restaurant,Spa,Airport transportation,Free Wifi,Fitness center,Laundry Service,Babysitting,Safe,Kids Stay Free,Arabic,Doorperson,Free Public Parking Nearby,Complimentary Toiletries,Hindi,Interconnected room(s) available,24-Hour Security,Soundproof Rooms,Suites,Wheelchair access,Dry Cleaning,Meeting rooms,Non-smoking rooms,Concierge,Air conditioning","","Travelers Choice 2023","$$"
23583463,"HE Hotel Apartments","Emirate of Dubai","United Arab Emirates",25.059042,55.214184,527,982,3.5,32,21,"Additional Bathroom,Coffee Shop,Coffee / Tea Maker,Room service,Bar/Lounge","","","$$"
23610170,"Courtyard by Marriott World Trade Centre, Dubai","Emirate of Dubai","United Arab Emirates",25.228243,55.28329,93,982,5.0,470,260,"Pool,Suites,Room service,Free parking,Wheelchair access,Restaurant,Bar/Lounge,Spa,Airport transportation,Public Wifi,Free Wifi,Dry Cleaning,Meeting rooms,Non-smoking rooms,Business center,Laundry Service,Concierge,Air conditioning,Multilingual Staff,Non-smoking hotel,Safe,Breakfast Buffet,Outdoor pool,Housekeeping,Kids Stay Free,Allergy-free Room,Arabic,Baggage Storage,Bath / Shower,Bottled Water,Doorperson,English,Filipino,Complimentary Instant Cofffee,Complimentary Toiletries,24-Hour Front Desk,Gift Shop,Hair Dryer,Hindi,Iron,Ironing Service,Salon,24-Hour Security,Taxi Service,Telephone,Wake Up Service / Alarm Clock,Fitness center,Smoking rooms available,Flatscreen TV,Breakfast Available,Paid Public Parking Nearby,Radio,Wardrobe / Closet","Courtyard","Travelers Choice 2023","$$$"
